P-ab,P-ac,P-bc,τ_ab,τ_abc,τ_max,ρ_a,ρ_b,ρ_c,ρ_ab,ρ_abc,θ,N,L
0.31365,0.34135,0.345,1,1.01,999999,16,12,0,0,0,0.01,10000,500
0.30738333,0.34303334,0.34958333,1,1.01,999999,16,14,0,0,0,0.01,10000,500
0.31526667,0.34861666,0.33611667,1,1.01,999999,16,16,0,0,0,0.01,10000,500
0.31888333,0.34793332,0.33318335,1,1.01,999999,16,18,0,0,0,0.01,10000,500
0.31828332,0.34308332,0.33863333,1,1.01,999999,16,20,0,0,0,0.01,10000,500
0.32768333,0.30593333,0.36638334,1,1.01,999999,18,0,0,0,0,0.01,10000,500
0.3164,0.31735,0.36625,1,1.01,999999,18,2,0,0,0,0.01,10000,500
0.30988333,0.33253333,0.35758334,1,1.01,999999,18,4,0,0,0,0.01,10000,500
0.32526666,0.32731667,0.34741667,1,1.01,999999,18,6,0,0,0,0.01,10000,500
0.317,0.3302,0.3528,1,1.01,999999,18,8,0,0,0,0.01,10000,500
0.32098332,0.33308333,0.34593335,1,1.01,999999,18,10,0,0,0,0.01,10000,500
0.3063,0.35195,0.34175,1,1.01,999999,18,12,0,0,0,0.01,10000,500
0.30911666,0.34391665,0.34696665,1,1.01,999999,18,14,0,0,0,0.01,10000,500
0.3166,0.3401,0.3433,1,1.01,999999,18,16,0,0,0,0.01,10000,500
0.31991667,0.34311667,0.33696666,1,1.01,999999,18,18,0,0,0,0.01,10000,500
0.32338333,0.33633333,0.34028333,1,1.01,999999,18,20,0,0,0,0.01,10000,500
0.31413335,0.31048334,0.37538335,1,1.01,999999,20,0,0,0,0,0.01,10000,500
0.31508332,0.31798333,0.36693335,1,1.01,999999,20,2,0,0,0,0.01,10000,500
0.31516665,0.31846666,0.36636665,1,1.01,999999,20,4,0,0,0,0.01,10000,500
0.3196,0.32245,0.35795,1,1.01,999999,20,6,0,0,0,0.01,10000,500
0.32126668,0.33081666,0.34791666,1,1.01,999999,20,8,0,0,0,0.01,10000,500
0.31246668,0.33861667,0.34891668,1,1.01,999999,20,10,0,0,0,0.01,10000,500
0.31711668,0.33271667,0.35016668,1,1.01,999999,20,12,0,0,0,0.01,10000,500
0.31375,0.3416,0.34465,1,1.01,999999,20,14,0,0,0,0.01,10000,500
0.31276667,0.33676666,0.35046667,1,1.01,999999,20,16,0,0,0,0.01,10000,500
0.31451666,0.34571666,0.33976668,1,1.01,999999,20,18,0,0,0,0.01,10000,500
0.30915,0.3413,0.34955,1,1.01,999999,20,20,0,0,0,0.01,10000,500
